"id","language","text"
593,"es","?RT @Ampaserramarina: Los Niños siguen sin gimnasio.Obras paralizadas.@dimasciudadano @jmanuelariza 
@SoniaSierra02
@MireiaG_S 
@nuriaparlon"
594,"es","?RT @APVallcarca: Div.3/2 nit rumbera amb David Canal, de Los Tumbaos,ballaruca assegurada a partir de les 21h a #BodegaLaRiera… "
595,"es","?RT @CCOODiba: Marc va quedar:
* Primer d'una convocatòria d + de 100
* Tots els seus companys signen manifest defensant professio… "
596,"es","?RT @MireiaG_S: @Ampaserramarina  @nuriaparlon La adaptación q queda (suelo, ventanas) es de Gene., q en reunión semana pasada confirmó q lo…"
597,"es","?RT @LaHaineInfo: Julio Escalona: El gobierno bolivariano debe decir qué es lo que va a hacer en materia económica :: https://t.co/HzXivExCGl"
598,"es","?RT @LaHaineInfo: Entre Isabel Pantoja y Andrés Bódalo :: https://t.co/rcsU3vAfZc"
599,"es","?RT @LaHaineInfo: ¿Por qué los intelectuales y políticos pertenecientes al 1% son hostiles hacia Cuba? :: https://t.co/yWHryvNjI5"
600,"es","?RT @CUPHortaGuinard: Prou col·lapse a urgències! Fem fora la privada de la pública!
Demà, xerrada a la biblioteca del Carmel… "
601,"es","?RT @nuriaparlon: Una bona notícia! https://t.co/oxii4LzeMH"
602,"es","?RT @Endavant_Bcn: Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… "
603,"es","?RT @La_Directa: #REPORTATGE | Memòria valenciana dels camps d’extermini. Per Carles Senso i Vicent Galiana https://t.co/LCnPI1Cy3S https://…"
604,"es","?RT @ArranFortPienc: Avui a ls 19.45 al @AP_ElRec tanquem les jornades d'okupació i demà comencen unes altres a @LaCinetika de St.Andreu… "
605,"es","?Nuestra cita con la revolución: retomando «¿Por qué socialismo?» de Albert Einstein :: https://t.co/cQ1xnuA6NZ"
606,"es","?RT @LaHaineInfo: El día en que la prensa canalla señaló como “mosso” espía al compañero fotoperiodista @JuanCarlosMohr… "
607,"es","?RT @Ampaserramarina: Los Niños siguen sin gimnasio.Obras paralizadas.@dimasciudadano @jmanuelariza 
@SoniaSierra02
@MireiaG_S 
@nuriaparlon"
608,"es","?RT @nuriaparlon: Més de 300 persones en beneficiaran de la formació 2017 @grameimpuls https://t.co/t85pb8Dkth #santacoloma @esteveserrano"
609,"es","?RT @Endavant_Bcn: Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… "
610,"es","?Estrenem nova temporada del ""Famílies i Escola"". Dijous a les 23:30h a Canal Terrassa TV #Terrassa #educacio @diba… https://t.co/173BfmBaCy"
611,"es","?Estrenem nova temporada del ""Famílies i Escola"". Dijous a les 23:30h a Canal Terrassa TV #Terrassa #educacio @diba… https://t.co/173BfmBaCy"
612,"es","?RT @pepecampostruji: POR UN INGRESO MÍNIMO PARA UNA VIDA DIGNA!! Se debate hoy la ILP de @CCOO y @UGT_Comunica #FelizJueves #LoMasVisto ht…"
613,"es","?RT @nuriaparlon: Una bona notícia! https://t.co/oxii4LzeMH"
614,"es","?RT @RobertBadia: @Arran_jovent @toni_comin Ho dius per la valentia amb què vau encarar la desfilada de la legión a la Via Laietana ??? #Mam…"
615,"es","?@Merit_Orlando @MainatJM @JordiMontaa @jpuigcorbe los membres de lo Somaten d'escolta fins les Escaldes.... "
616,"es","?RT @diba: Aquí pots conèixer el nostre organigrama i l’estructura organitzativa #DibaOberta
https://t.co/l6wvwGN5lZ https://t.co/ROpCqtIb9q"
617,"es","?RT @diba: Aquí pots conèixer el nostre organigrama i l’estructura organitzativa #DibaOberta
https://t.co/l6wvwGN5lZ https://t.co/ROpCqtIb9q"
618,"es","?RT @Endavant_Bcn: Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… "
619,"es","?RT @mariallauradof: S'ha inaugura't  al centre cívic de #Begues l'exposició ""Controles?"" dedicada a prevenir el consum de drogues @diba htt…"
620,"es","?RT @mariallauradof: S'ha inaugura't  al centre cívic de #Begues l'exposició ""Controles?"" dedicada a prevenir el consum de drogues @diba htt…"
621,"es","?""L'Art ensenya a usar el propi judici en comptes de les regles"" Elliot Eisner #lartnsenya @diba @educadiba https://t.co/4G2dDhlKxT"
622,"es","?""L'Art ensenya a usar el propi judici en comptes de les regles"" Elliot Eisner #lartnsenya @diba @educadiba https://t.co/4G2dDhlKxT"
623,"es","?RT @LaHaineInfo: Nueva dinámica contra la represión: Errepresioari autodefentsa :: https://t.co/eoOHTpWq2g"
624,"es","?""L'Art ensenya que els problemes poden tenir més d’una solució "" Elliot Eisner #lartnsenya @diba @educadiba https://t.co/7oeDzCVERJ"
625,"es","?""L'Art ensenya que els problemes poden tenir més d’una solució "" Elliot Eisner #lartnsenya @diba @educadiba https://t.co/7oeDzCVERJ"
626,"es","?RT @toxo: #ILPRentaMinima @CCOO Indignante: ni una sola, ni un solo representante del @gobierno mientras se habla de pobreza en el @congres…"
627,"es","?RT @LaHaineInfo: Nueva dinámica contra la represión: Errepresioari autodefentsa :: https://t.co/eoOHTpWq2g"
628,"es","?RT @Begonya: ""L'Art ensenya que els problemes poden tenir més d’una solució "" Elliot Eisner #lartnsenya @diba @educadiba https://t.co/7oeDz…"
629,"es","?RT @Begonya: ""L'Art ensenya que els problemes poden tenir més d’una solució "" Elliot Eisner #lartnsenya @diba @educadiba https://t.co/7oeDz…"
630,"es","?#lartensenya que cal saber tractar amb l'imprevist. Elliot Eisner @educadiba @diba"
631,"es","?#lartensenya que cal saber tractar amb l'imprevist. Elliot Eisner @educadiba @diba"
632,"es","?@t_capdevila @jpuigcorbe @AlfredBosch @montsebenedi
 lean en https://t.co/Lw2Z73Jeaj   @sindicdegreuges… https://t.co/N1k4XPMi7a"
633,"es","?Ofertes de treball - Serveis Locals Ocupació - Diputació de Barcelona https://t.co/XBNNIjGVi7"
634,"es","?Ofertes de treball - Serveis Locals Ocupació - Diputació de Barcelona https://t.co/XBNNIjGVi7"
635,"es","?La sanidad pública humillada por gobiernos recortadores, privatizadores y continuistas. :: https://t.co/UXWLU34kde"
636,"es","?Si no tienes mucho que hacer el saturday night, nosotras te proponemos planazo! https://t.co/pTRUxSAbfi"
637,"es","?#lartensenya que els límits del nostre llenguatge no són els límits del nostre pensament. Elliot Eisner @diba @educadiba"
638,"es","?#lartensenya que els límits del nostre llenguatge no són els límits del nostre pensament. Elliot Eisner @diba @educadiba"
639,"es","?RT @ercdiba:  La @diba destina 773.000€ aquest mandat a la millora i manteniment de camins municipals del Maresme ? https://t.co/KZ7xDun1U…"
640,"es","?RT @ercdiba:  La @diba destina 773.000€ aquest mandat a la millora i manteniment de camins municipals del Maresme ? https://t.co/KZ7xDun1U…"
641,"es","?RT @AccLlibSants: Si no tienes mucho que hacer el saturday night, nosotras te proponemos planazo! https://t.co/pTRUxSAbfi"
642,"es","?RT @LaHaineInfo: La sanidad pública humillada por gobiernos recortadores, privatizadores y continuistas. :: https://t.co/UXWLU34kde"
643,"es","?RT @CUPHortaGuinard: Fora privada de la pública!
Xerrada avui a les 19 h a la biblioteca del Carmel, amb Custodia Moreno, Ernest Jiminez… "
644,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
645,"es","?RT @AccLlibSants: Si no tienes mucho que hacer el saturday night, nosotras te proponemos planazo! https://t.co/pTRUxSAbfi"
646,"es","?#lartensenya a dir el que no pot ser dit amb paraules. Elliot Eisner @diba @educadiba"
647,"es","?#lartensenya a dir el que no pot ser dit amb paraules. Elliot Eisner @diba @educadiba"
648,"es","?Avui #Vallcarca s'ha despertat amb això: ""Prou especulació Vallcarca per a les veïnes""
Construïm un barri popular!… https://t.co/2KRE1rzzEe"
649,"es","?RT @Begonya: #lartensenya que els límits del nostre llenguatge no són els límits del nostre pensament. Elliot Eisner @diba @educadiba"
650,"es","?RT @Begonya: #lartensenya que els límits del nostre llenguatge no són els límits del nostre pensament. Elliot Eisner @diba @educadiba"
651,"es","?#lartensenya que petits canvis poden tenir grans efectes, que cada petita part afecta el conjunt. Elliot Eisner @diba @educadiba"
652,"es","?#lartensenya que petits canvis poden tenir grans efectes, que cada petita part afecta el conjunt. Elliot Eisner @diba @educadiba"
653,"es","?RT @Begonya: ""L'Art ensenya que els problemes poden tenir més d’una solució "" Elliot Eisner #lartnsenya @diba @educadiba https://t.co/7oeDz…"
654,"es","?RT @Begonya: ""L'Art ensenya que els problemes poden tenir més d’una solució "" Elliot Eisner #lartnsenya @diba @educadiba https://t.co/7oeDz…"
655,"es","?RT @Dionis7vetes: Boníssim anàlissi del mestre Joan Puigcercós! “Els tancs ja han arribat, són Hisenda i els jutjats” https://t.co/JJSOKQEe…"
656,"es","?RT @roigpi: ""Taller comunicació 2.0 i xarxes socials"" #participaciociutadana @diba col.labora amb @ajmontornes enfortint el teixit associat…"
657,"es","?RT @roigpi: ""Taller comunicació 2.0 i xarxes socials"" #participaciociutadana @diba col.labora amb @ajmontornes enfortint el teixit associat…"
658,"es","?RT @AccLlibSants: Si no tienes mucho que hacer el saturday night, nosotras te proponemos planazo! https://t.co/pTRUxSAbfi"
659,"es","?RT @AccLlibSants: Si no tienes mucho que hacer el saturday night, nosotras te proponemos planazo! https://t.co/pTRUxSAbfi"
660,"es","?#lartensenya a tenir experiències que no podem tenir d’una altra font. Elliot Eisner @diba @educadiba"
661,"es","?#lartensenya a tenir experiències que no podem tenir d’una altra font. Elliot Eisner @diba @educadiba"
662,"es","?RT @Endavant_Bcn: Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… "
663,"es","?RT @CanalTerrassa: Estrenem nova temporada del ""Famílies i Escola"". Dijous a les 23:30h a Canal Terrassa TV #Terrassa #educacio @diba @laxa…"
664,"es","?RT @CanalTerrassa: Estrenem nova temporada del ""Famílies i Escola"". Dijous a les 23:30h a Canal Terrassa TV #Terrassa #educacio @diba @laxa…"
665,"es","?L'ACGEP present en la 5ª Jornada i 3r Marketplace. @esportcat @indescat @ACGEP @diba https://t.co/c5od0SQXoy"
666,"es","?L'ACGEP present en la 5ª Jornada i 3r Marketplace. @esportcat @indescat @ACGEP @diba https://t.co/c5od0SQXoy"
667,"es","?RT @Begonya: ""L'Art ensenya que els problemes poden tenir més d’una solució "" Elliot Eisner #lartnsenya @diba @educadiba https://t.co/7oeDz…"
668,"es","?RT @Begonya: ""L'Art ensenya que els problemes poden tenir més d’una solució "" Elliot Eisner #lartnsenya @diba @educadiba https://t.co/7oeDz…"
669,"es","?#lartensenya
Gràcies @Begonya 

@diba @educadiba"
670,"es","?#lartensenya
Gràcies @Begonya 

@diba @educadiba"
671,"es","?RT @Begonya: #lartensenya a dir el que no pot ser dit amb paraules. Elliot Eisner @diba @educadiba"
672,"es","?RT @Begonya: #lartensenya a dir el que no pot ser dit amb paraules. Elliot Eisner @diba @educadiba"
673,"es","?RT @ACGEP: L'ACGEP present en la 5ª Jornada i 3r Marketplace. @esportcat @indescat @ACGEP @diba https://t.co/c5od0SQXoy"
674,"es","?RT @ACGEP: L'ACGEP present en la 5ª Jornada i 3r Marketplace. @esportcat @indescat @ACGEP @diba https://t.co/c5od0SQXoy"
675,"es","?RT @AsLLibVallcarca: Avui #Vallcarca s'ha despertat amb això: ""Prou especulació Vallcarca per a les veïnes""
Construïm un barri popular!… "
676,"es","?@marccastells ""finstra de bon temps""...???
Quin dia preveus l'atac final al cim.??"
677,"es","?Responsables d'#empreses de #montcadaireixac amb @bioquat per millorar #estalvienergia mitjançant #compraagregada a jornada #coopmir @diba"
678,"es","?Responsables d'#empreses de #montcadaireixac amb @bioquat per millorar #estalvienergia mitjançant #compraagregada a jornada #coopmir @diba"
679,"es","?RT @AccLlibSants: Si no tienes mucho que hacer el saturday night, nosotras te proponemos planazo! https://t.co/pTRUxSAbfi"
680,"es","?RT @moner80: He escrit aquest fil i text en referència al conflicte entre barri #sostenible i #gentrificació. 
Espero crítiques.… "
681,"es","?RT @AsLLibVallcarca: Avui #Vallcarca s'ha despertat amb això: ""Prou especulació Vallcarca per a les veïnes""
Construïm un barri popular!… "
682,"es","?RT @Pepe_Reche: #lartensenya
Gràcies @Begonya 

@diba @educadiba"
683,"es","?RT @Pepe_Reche: #lartensenya
Gràcies @Begonya 

@diba @educadiba"
684,"es","?RT @LaHaineInfo: La sanidad pública humillada por gobiernos recortadores, privatizadores y continuistas. :: https://t.co/UXWLU34kde"
685,"es","?RT @dasope76: Encara ets al @socialistes_cat @nuriaparlon ?? I sobre la #operacioprecinte una mica de pataleta o ajudeu a referèndum i demo…"
686,"es","?RT @LaHaineInfo: Nueva dinámica contra la represión: Errepresioari autodefentsa :: https://t.co/eoOHTpWq2g"
687,"es","?RT @nuriaparlon: @bdncom @scgramenet @CONFAVC @favgram1 i la Fed de Assoc Veïns Badalona #FAVB manifestació unitària contra preus abusius i…"
688,"es","?RT @CUPBarcelona: L'any passat vam impulsar auditoria sobre el projecte de Glòries.
Diuen, diuen que l'ombra del 3% no s'esvaeix enca… "
689,"es","?Allò a què dediquem temps escolar simbolitza pels joves allò que els adults creiem que és important. Elliot Eisner @diba @educadiba"
690,"es","?Allò a què dediquem temps escolar simbolitza pels joves allò que els adults creiem que és important. Elliot Eisner @diba @educadiba"
691,"es","?@LaHaineInfo https://t.co/PYtj95Ps8N"
692,"es","?RT @LaHaineInfo: Ley para la seguridad del grupo gobernante :: https://t.co/pWI7UPo9sF"
693,"es","?RT @ACGEP: L'ACGEP present en la 5ª Jornada i 3r Marketplace. @esportcat @indescat @ACGEP @diba https://t.co/c5od0SQXoy"
694,"es","?RT @ACGEP: L'ACGEP present en la 5ª Jornada i 3r Marketplace. @esportcat @indescat @ACGEP @diba https://t.co/c5od0SQXoy"
695,"es","?@diba @bcnmoltmes @annasanor  caldria parlar amb  @anoiaturistica @perexarops @gerenciafihr, no? Quan vulgueu. VIA… https://t.co/vfFLUImcRz"
696,"es","?@diba @bcnmoltmes @annasanor  caldria parlar amb  @anoiaturistica @perexarops @gerenciafihr, no? Quan vulgueu. VIA… https://t.co/vfFLUImcRz"
697,"es","?RT @Begonya: Allò a què dediquem temps escolar simbolitza pels joves allò que els adults creiem que és important. Elliot Eisner @diba @educ…"
698,"es","?RT @Begonya: Allò a què dediquem temps escolar simbolitza pels joves allò que els adults creiem que és important. Elliot Eisner @diba @educ…"
699,"es","?Ed. Infantil.....a punt de trobar els 7 ratolins al teatre Conservatori de Manresa #passióxeducar @diba https://t.co/cYS0bPhS5F"
700,"es","?Ed. Infantil.....a punt de trobar els 7 ratolins al teatre Conservatori de Manresa #passióxeducar @diba https://t.co/cYS0bPhS5F"
701,"es","?RT @Begonya: ""L'Art ensenya que els problemes poden tenir més d’una solució "" Elliot Eisner #lartnsenya @diba @educadiba https://t.co/7oeDz…"
702,"es","?RT @Begonya: ""L'Art ensenya que els problemes poden tenir més d’una solució "" Elliot Eisner #lartnsenya @diba @educadiba https://t.co/7oeDz…"
703,"es","?RT @LaHaineInfo: Nuestra cita con la revolución: retomando «¿Por qué socialismo?» de Albert Einstein :: https://t.co/cQ1xnuA6NZ"
704,"es","?La @diba invertirà un milió i mig d’euros en arrenjar els camins del #vallesoriental. ??VÍDEO:… https://t.co/fVfJGs0AZG"
705,"es","?La @diba invertirà un milió i mig d’euros en arrenjar els camins del #vallesoriental. ??VÍDEO:… https://t.co/fVfJGs0AZG"
706,"es","?RT @AsLLibVallcarca: Avui #Vallcarca s'ha despertat amb això: ""Prou especulació Vallcarca per a les veïnes""
Construïm un barri popular!… "
707,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
708,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
709,"es","?Evolució de la transició energètica a #efisport2017 #eficienciaenergetica  #energiesrenovables  @energiacat  @indescat  @esportcat @diba"
710,"es","?Evolució de la transició energètica a #efisport2017 #eficienciaenergetica  #energiesrenovables  @energiacat  @indescat  @esportcat @diba"
711,"es","?RT @diba: Coneixes la #LlibreriaDiba? Especialitzada en publicacions d’administració pública ens trobaràs a Av. Diagonal, 393 https://t.co/…"
712,"es","?RT @diba: Coneixes la #LlibreriaDiba? Especialitzada en publicacions d’administració pública ens trobaràs a Av. Diagonal, 393 https://t.co/…"
713,"es","?RT @mconesapages: S'aprova manifest per Referèndum. Demòcràcia i futur! #pactenacionalreferèndum https://t.co/npZbv68oZy"
714,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
715,"es","?RT @diba: Busques feina a l’Administració pública? El Cercador d'Informació i Documentació Oficials (CIDO) t’ajuda #DibaOberta https://t.co…"
716,"es","?RT @Endavant_Bcn: Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… "
717,"es","?RT @LaHaineInfo: No ens alimenten molles / No nos alimentan muelles :: https://t.co/oKyn4ZnQsR"
718,"es","?@CEDEM aposta pel programa «Mentoring» @ajmanresa @autoocupacio @diba @naciomanresa @ybspain @youthbizint https://t.co/GNROkR0EjR"
719,"es","?@CEDEM aposta pel programa «Mentoring» @ajmanresa @autoocupacio @diba @naciomanresa @ybspain @youthbizint https://t.co/GNROkR0EjR"
720,"es","?Avui 5è #PrimàriaESG fa una activitat al Centre d'Estudis del Mar a Sitges. @diba @AjSitges #CiènciesESG https://t.co/ngIMxwpNNX"
721,"es","?Avui 5è #PrimàriaESG fa una activitat al Centre d'Estudis del Mar a Sitges. @diba @AjSitges #CiènciesESG https://t.co/ngIMxwpNNX"
722,"es","?RT @Endavant_Bcn: Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… "
723,"es","?RT @Begonya: Allò a què dediquem temps escolar simbolitza pels joves allò que els adults creiem que és important. Elliot Eisner @diba @educ…"
724,"es","?RT @Begonya: Allò a què dediquem temps escolar simbolitza pels joves allò que els adults creiem que és important. Elliot Eisner @diba @educ…"
725,"es","?RT @Arran_jovent: L'atac a la sanitat pública és violència. Perquè la resposta hauria de ser pacífica? Tot el nostre suport a @Endavant_OSA…"
726,"es","?#BPEducacio @rafahomet
Jornada de bones pràctiques i innovació educativa. Diputació de Barcelona. https://t.co/O04ggTGEDu"
727,"es","?RT @nuriaparlon: Una bona notícia! https://t.co/oxii4LzeMH"
728,"es","?RT @LaHaineInfo: 16 años siendo un altavoz de los movimientos sociales ¡Larga vida a https://t.co/y3AF8vBUFH! #LH16NoNosCallareis… "
729,"es","?RT @LaHaineInfo: La sanidad pública humillada por gobiernos recortadores, privatizadores y continuistas. :: https://t.co/UXWLU34kde"
730,"es","?RT @LaHaineInfo: Nuestra cita con la revolución: retomando «¿Por qué socialismo?» de Albert Einstein :: https://t.co/cQ1xnuA6NZ"
731,"es","?RT @LaHaineInfo: Nueva dinámica contra la represión: Errepresioari autodefentsa :: https://t.co/eoOHTpWq2g"
732,"es","?RT @Endavant_Bcn: Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… "
733,"es","?RT @LaHaineInfo: Ley para la seguridad del grupo gobernante :: https://t.co/pWI7UPo9sF"
734,"es","?RT @LaHaineInfo: Julio Escalona: El gobierno bolivariano debe decir qué es lo que va a hacer en materia económica :: https://t.co/HzXivExCGl"
735,"es","?RT @LaHaineInfo: Entre Isabel Pantoja y Andrés Bódalo :: https://t.co/rcsU3vAfZc"
736,"es","?RT @Endavant_Bcn: Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… "
737,"es","?La Música és un dret https://t.co/xpOl9ceJEV @diba @educadiba @ensenyamentcat"
738,"es","?La Música és un dret https://t.co/xpOl9ceJEV @diba @educadiba @ensenyamentcat"
739,"es","?RT @LaHaineInfo: El día en que la prensa canalla señaló como “mosso” espía al compañero fotoperiodista @JuanCarlosMohr… "
740,"es","?RT @LaHaineInfo: ¿Quiénes son los responsables de que arda Chile y sufra su pueblo? :: https://t.co/KH7rQZE5j9"
741,"es","?RT @LaHaineInfo: [audio] Los CIE desde dentro :: https://t.co/JkRUlRaAaz"
742,"es","?RT @OIDPcat: L'@bcn_ajuntament signa un conveni amb @localret la @diba i sis municpis per difondre l'eina @decidimbcn #DecidimMunicipis htt…"
743,"es","?RT @OIDPcat: L'@bcn_ajuntament signa un conveni amb @localret la @diba i sis municpis per difondre l'eina @decidimbcn #DecidimMunicipis htt…"
744,"es","?RT @LaHaineInfo: Trump, Slim y los negocios :: https://t.co/fHroWi32pn"
745,"es","?RT @LaHaineInfo: ¿Por qué los intelectuales y políticos pertenecientes al 1% son hostiles hacia Cuba? :: https://t.co/yWHryvNjI5"
746,"es","?Jornada organitzada per @diba @AjRipollet i aj. Montcada i Reixach https://t.co/7ClziBgh7H"
747,"es","?Jornada organitzada per @diba @AjRipollet i aj. Montcada i Reixach https://t.co/7ClziBgh7H"
748,"es","?RT @LaHaineInfo: El rol de Israel en la sombra en la guerra sucia en Guatemala :: https://t.co/FgLMfokjmW"
749,"es","?RT @LaHaineInfo: Los vetos del Imperio :: https://t.co/JpWH0v5ISu"
750,"es","?RT @LaHaineInfo: ¿Puede un activista anti OTAN ser candidato a senador de una organización pro OTAN? :: https://t.co/U17qox7z4W"
751,"es","?RT @LaHaineInfo: Seamos francos: No es Trump el problema :: https://t.co/bMLemDGYWe"
752,"es","?RT @LaHaineInfo: ¿Paz? 17 líderes sociales asesinados en dos meses en Colombia :: https://t.co/xwFP5guJTI"
753,"es","?RT @AsLLibVallcarca: Avui #Vallcarca s'ha despertat amb això: ""Prou especulació Vallcarca per a les veïnes""
Construïm un barri popular!… "
754,"es","?RT @LaHaineInfo: MST: Carta de Fortaleza :: https://t.co/ckXf4xFzJU"
755,"es","?RT @LaHaineInfo: El doble estándar de las manifestaciones en EEUU :: https://t.co/zarK0E8fBN"
756,"es","?RT @Endavant_Bcn: Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… "
757,"es","? Presentació del Pla d'Actuació 2017 a la Gerència de Biblioteques de la @diba https://t.co/UIOo97hwwp"
758,"es","? Presentació del Pla d'Actuació 2017 a la Gerència de Biblioteques de la @diba https://t.co/UIOo97hwwp"
759,"es","?RT @Arran_jovent: L'atac a la sanitat pública és violència. Perquè la resposta hauria de ser pacífica? Tot el nostre suport a @Endavant_OSA…"
760,"es","?@puigjos @Endavant_OSAN @Arran_jovent Ja ho hem fet! I tu? ;-)"
761,"es","?RT @diba: Vídeo: El monitoratge d'edificis com a eina de gestió de manteniment i millora energètica #DibaOberta #SmartRegion https://t.co/5…"
762,"es","?RT @diba: Vídeo: El monitoratge d'edificis com a eina de gestió de manteniment i millora energètica #DibaOberta #SmartRegion https://t.co/5…"
763,"es","?RT @ercdiba:  Presentació del Pla d'Actuació 2017 a la Gerència de Biblioteques de la @diba https://t.co/UIOo97hwwp"
764,"es","?RT @ercdiba:  Presentació del Pla d'Actuació 2017 a la Gerència de Biblioteques de la @diba https://t.co/UIOo97hwwp"
765,"es","?Treballem online. Gràcies els que ens doneu suport @SantiVila @mconesapages @karmelafortuny @vilacasas… https://t.co/Fidv2KIz5S"
766,"es","?RT @HiginiaRoig: Si alguna cosa va demostrar el 9N és que 2,3 milions de persones són, senzillament, imprecintables, inintervenibles i irre…"
767,"es","?RT @Endavant_Bcn: Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… "
768,"es","?RT @Endavant_Bcn: Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… "
769,"es","?RT @Endavant_Bcn: Sabíeu que vivim a l'únic territori dels PPCC en què els llits de la sanitat privada superen els d la pública. Avui… "
770,"es","?RT @ArranBarcelona: Els joves estarem al costat del poble quan l'Estat espanyol intenti evitar el Referèndum. No podran aturar les urnes ht…"
771,"es","?Fem Empresa amb @apaebiz en el seu III Congrés APAE 2017 @bcn_empreses @diba https://t.co/fuG262QHaO"
772,"es","?Fem Empresa amb @apaebiz en el seu III Congrés APAE 2017 @bcn_empreses @diba https://t.co/fuG262QHaO"
773,"es","?RT @ercdiba:  Presentació del Pla d'Actuació 2017 a la Gerència de Biblioteques de la @diba https://t.co/UIOo97hwwp"
774,"es","?RT @ercdiba:  Presentació del Pla d'Actuació 2017 a la Gerència de Biblioteques de la @diba https://t.co/UIOo97hwwp"
775,"es","?La línea hegemónica en Trump :: https://t.co/39xJhY0S11"
776,"es","?A alguns els detenen per corrupció, a altres ens detenen per exercir llibertat d'expressió. Els joves no tenim por!

https://t.co/4oCmX3aIoE"
777,"es","?RT @Arran_jovent: L'atac a la sanitat pública és violència. Perquè la resposta hauria de ser pacífica? Tot el nostre suport a @Endavant_OSA…"
778,"es","?RT @IsidreSierra: Jornada #bongovern i #transparencia a @santcliment comptarà amb presentació de @carlesagusti director #bongovern @diba #d…"
779,"es","?RT @IsidreSierra: Jornada #bongovern i #transparencia a @santcliment comptarà amb presentació de @carlesagusti director #bongovern @diba #d…"
780,"es","?RT @carlesagusti: Si vols conèixer, seguir, preguntar, aportar sobre l'aposta de la @diba pel #governobert hashtag #dibaoberta o governober…"
781,"es","?RT @carlesagusti: Si vols conèixer, seguir, preguntar, aportar sobre l'aposta de la @diba pel #governobert hashtag #dibaoberta o governober…"
782,"es","?@viuelbosc @mconesapages @jorbarafael @gumparse @Dionis7vetes https://t.co/EtKWnjajcF"
783,"es","?@viuelbosc @mconesapages @jorbarafael @gumparse @Dionis7vetes https://t.co/EtKWnjajcF"
784,"es","?RT @lloretga: @viuelbosc @mconesapages @jorbarafael @gumparse @Dionis7vetes https://t.co/EtKWnjajcF"
785,"es","?RT @lloretga: @viuelbosc @mconesapages @jorbarafael @gumparse @Dionis7vetes https://t.co/EtKWnjajcF"
786,"es","?RT @lloretga: @viuelbosc @mconesapages @jorbarafael @gumparse @Dionis7vetes https://t.co/EtKWnjajcF"
787,"es","?RT @lloretga: @viuelbosc @mconesapages @jorbarafael @gumparse @Dionis7vetes https://t.co/EtKWnjajcF"
788,"es","?RT @nuriaparlon: Una bona notícia! https://t.co/oxii4LzeMH"
789,"es","?RT @nuriaparlon: Episodios nefastos como este nos recuerdan la necesidad de reforzar y preservar la democracia https://t.co/WkFuVBepDz"
790,"es","?RT @santgregori: Avui 5è #PrimàriaESG fa una activitat al Centre d'Estudis del Mar a Sitges. @diba @AjSitges #CiènciesESG https://t.co/ngIM…"
791,"es","?RT @santgregori: Avui 5è #PrimàriaESG fa una activitat al Centre d'Estudis del Mar a Sitges. @diba @AjSitges #CiènciesESG https://t.co/ngIM…"
792,"es","?RT @LaHaineInfo: Nueva dinámica contra la represión: Errepresioari autodefentsa :: https://t.co/eoOHTpWq2g"
793,"es","?RT @LaHaineInfo: El día en que la prensa canalla señaló como “mosso” espía al compañero fotoperiodista @JuanCarlosMohr… "
794,"es","?RT @santgregori: Avui 5è #PrimàriaESG fa una activitat al Centre d'Estudis del Mar a Sitges. @diba @AjSitges #CiènciesESG https://t.co/ngIM…"
795,"es","?RT @santgregori: Avui 5è #PrimàriaESG fa una activitat al Centre d'Estudis del Mar a Sitges. @diba @AjSitges #CiènciesESG https://t.co/ngIM…"
796,"es","?RT @Endavant_Valles: Avui treballadores i usuàries del Taulí, sortirem a defensar el que és nostre! Plantem cara per la pública! https://t.…"
797,"es","?RT @bdncom: Alcaldesses #Badalona i #Santacoloma @mariadolorsa @nuriaparlon encapçalen la manifestació contra els talls de llum organitzada…"
